;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18
14;22:42; 1,67 ;-4,90 ; 3,04 ; 1,86 ; 1,57 ; 1,18 ; 2,25 ; 1,18 ; 1,08 ; 4,31 ; 6,27 ; 6,47 ; 2,94 ; 4,51 ; 2,75 ; 1,27 ; 0,98 ; 0,98 
14;22:48; 1,67 ;-4,90 ; 3,33 ; 1,67 ; 1,57 ; 0,98 ; 2,06 ; 1,27 ; 1,37 ; 4,22 ; 6,18 ; 6,37 ; 2,75 ; 4,22 ; 2,65 ; 0,88 ; 1,08 ; 0,88 
14;22:54; 1,47 ;-4,90 ; 2,94 ; 1,27 ; 1,37 ; 0,98 ; 2,25 ; 1,27 ; 0,98 ; 4,22 ; 6,27 ; 6,18 ; 2,84 ; 4,61 ; 2,16 ; 0,88 ; 1,08 ; 0,78 
14;23:00; 1,57 ;-4,90 ; 3,24 ; 1,27 ; 1,57 ; 1,18 ; 2,25 ; 1,27 ; 1,18 ; 4,12 ; 6,18 ; 6,37 ; 3,33 ; 4,71 ; 2,16 ; 1,08 ; 1,18 ; 0,88 
14;23:06; 1,47 ;-4,90 ; 3,24 ; 1,37 ; 1,47 ; 1,08 ; 2,16 ; 0,78 ; 1,27 ; 4,22 ; 6,27 ; 6,27 ; 2,84 ; 4,41 ; 1,96 ; 0,98 ; 1,27 ; 0,88 
14;23:12; 1,47 ;-4,90 ; 3,14 ; 1,47 ; 1,47 ; 1,08 ; 2,06 ; 0,88 ; 1,18 ; 4,31 ; 6,18 ; 6,27 ; 2,84 ; 4,22 ; 1,47 ; 1,08 ; 1,08 ; 0,78 
14;23:18; 1,67 ;-5,00 ; 3,04 ; 1,27 ; 1,67 ; 1,08 ; 2,35 ; 1,18 ; 1,18 ; 4,31 ; 6,27 ; 6,18 ; 2,84 ; 4,51 ; 1,27 ; 0,98 ; 0,98 ; 0,98 
14;23:24; 1,57 ;-5,00 ; 3,24 ; 1,76 ; 1,37 ; 1,08 ; 2,35 ; 0,98 ; 0,88 ; 4,41 ; 6,27 ; 6,18 ; 2,84 ; 5,00 ; 1,08 ; 1,08 ; 0,78 ; 0,98 
14;23:30; 1,57 ;-5,00 ; 3,14 ; 1,57 ; 1,47 ; 0,88 ; 2,16 ; 0,88 ; 1,27 ; 4,41 ; 6,18 ; 6,08 ; 3,14 ; 5,10 ; 1,08 ; 1,08 ; 0,88 ; 1,18 
14;23:36; 1,47 ;-4,90 ; 3,43 ; 1,47 ; 1,37 ; 1,08 ; 2,06 ; 1,47 ; 1,47 ; 4,51 ; 6,08 ; 6,18 ; 3,14 ; 4,61 ; 0,78 ; 1,27 ; 0,98 ; 0,88 
14;23:42; 1,57 ;-4,90 ; 3,04 ; 1,57 ; 1,57 ; 0,98 ; 2,35 ; 1,08 ; 1,27 ; 4,51 ; 5,98 ; 6,18 ; 3,24 ; 4,61 ; 0,69 ; 1,18 ; 1,27 ; 0,49 
14;23:48; 1,57 ;-4,90 ; 3,04 ; 1,57 ; 1,67 ; 1,18 ; 2,25 ; 0,98 ; 0,98 ; 4,61 ; 5,88 ; 6,18 ; 3,24 ; 4,71 ; 0,88 ; 1,37 ; 1,18 ; 0,59 
14;23:54; 1,57 ;-5,00 ; 3,04 ; 1,57 ; 1,57 ; 0,88 ; 2,45 ; 1,08 ; 0,78 ; 4,61 ; 6,08 ; 6,18 ; 3,14 ; 4,61 ; 0,88 ; 0,98 ; 1,18 ; 0,78 
15;00:00; 1,57 ;-5,00 ; 3,33 ; 1,57 ; 1,57 ; 1,08 ; 2,25 ; 1,57 ; 0,88 ; 4,71 ; 6,08 ; 6,08 ; 3,24 ; 4,41 ; 1,08 ; 0,78 ; 1,08 ; 1,18 
15;00:06; 1,57 ;-4,90 ; 3,04 ; 1,96 ; 1,37 ; 1,08 ; 2,35 ; 1,37 ; 1,18 ; 4,61 ; 5,88 ; 6,18 ; 3,14 ; 4,61 ; 1,18 ; 0,88 ; 0,88 ; 1,18 
15;00:12; 1,57 ;-4,90 ; 2,75 ; 1,37 ; 1,57 ; 1,08 ; 1,96 ; 1,18 ; 0,98 ; 4,61 ; 5,98 ; 6,08 ; 3,33 ; 4,41 ; 0,98 ; 0,98 ; 0,88 ; 1,08 
15;00:18; 1,57 ;-4,90 ; 3,33 ; 1,67 ; 1,76 ; 1,08 ; 2,06 ; 0,88 ; 1,27 ; 4,80 ; 6,18 ; 5,98 ; 3,14 ; 4,61 ; 0,98 ; 0,98 ; 1,08 ; 0,78 
15;00:24; 1,57 ;-4,90 ; 2,94 ; 1,37 ; 1,57 ; 1,18 ; 1,96 ; 1,18 ; 1,18 ; 4,90 ; 6,08 ; 6,08 ; 3,04 ; 4,71 ; 1,08 ; 1,18 ; 1,18 ; 0,69 
15;00:30; 1,57 ;-4,90 ; 2,84 ; 1,47 ; 1,57 ; 0,98 ; 1,86 ; 1,47 ; 0,98 ; 4,80 ; 6,08 ; 6,08 ; 3,33 ; 4,51 ; 0,98 ; 1,08 ; 1,18 ; 0,59 
15;00:36; 1,47 ;-5,00 ; 2,94 ; 1,57 ; 1,57 ; 1,18 ; 2,25 ; 1,08 ; 1,27 ; 4,90 ; 6,08 ; 5,98 ; 3,24 ; 4,71 ; 0,98 ; 1,08 ; 1,08 ; 0,69 
15;00:42; 1,57 ;-4,90 ; 2,75 ; 1,37 ; 1,57 ; 0,98 ; 2,25 ; 1,08 ; 1,37 ; 5,00 ; 6,08 ; 5,98 ; 3,14 ; 4,61 ; 0,98 ; 1,27 ; 1,08 ; 0,78 
15;00:48; 1,57 ;-4,90 ; 3,14 ; 1,67 ; 1,47 ; 1,08 ; 2,16 ; 1,18 ; 1,08 ; 4,90 ; 6,27 ; 5,88 ; 3,33 ; 4,41 ; 0,98 ; 1,47 ; 1,18 ; 0,88 
15;00:54; 1,67 ;-4,90 ; 2,94 ; 1,27 ; 1,57 ; 1,18 ; 2,25 ; 1,47 ; 1,37 ; 5,00 ; 6,27 ; 6,08 ; 3,73 ; 4,41 ; 0,88 ; 1,27 ; 1,08 ; 0,59 
15;01:00; 1,57 ;-4,90 ; 2,84 ; 1,67 ; 1,76 ; 1,18 ; 2,25 ; 1,27 ; 1,27 ; 5,00 ; 5,98 ; 5,98 ; 3,53 ; 4,61 ; 0,88 ; 1,18 ; 1,08 ; 0,78 
15;01:06; 1,47 ;-5,00 ; 3,14 ; 1,67 ; 1,47 ; 1,08 ; 2,35 ; 1,18 ; 1,18 ; 4,90 ; 6,27 ; 6,08 ; 3,63 ; 4,80 ; 0,88 ; 1,08 ; 0,88 ; 0,69 
15;01:12; 1,57 ;-5,00 ; 2,94 ; 1,67 ; 1,57 ; 1,18 ; 2,35 ; 1,27 ; 0,88 ; 5,00 ; 6,18 ; 6,08 ; 3,53 ; 4,41 ; 0,88 ; 1,08 ; 0,98 ; 1,18 
15;01:18; 1,57 ;-4,90 ; 3,33 ; 1,47 ; 1,57 ; 1,08 ; 2,25 ; 1,27 ; 1,18 ; 5,10 ; 6,18 ; 6,18 ; 3,73 ; 4,51 ; 0,98 ; 1,08 ; 1,18 ; 1,08 
15;01:24; 1,47 ;-4,90 ; 2,94 ; 1,37 ; 1,57 ; 1,08 ; 2,16 ; 1,57 ; 0,59 ; 5,20 ; 6,27 ; 6,27 ; 3,63 ; 4,51 ; 0,98 ; 1,18 ; 0,98 ; 1,08 
15;01:30; 1,67 ;-5,00 ; 3,04 ; 1,86 ; 1,47 ; 1,08 ; 2,25 ; 1,37 ; 0,98 ; 5,20 ; 6,18 ; 6,18 ; 3,63 ; 4,71 ; 1,08 ; 0,98 ; 1,08 ; 1,18 
15;01:36; 1,67 ;-4,90 ; 3,14 ; 1,86 ; 1,57 ; 0,98 ; 2,25 ; 1,27 ; 0,88 ; 5,39 ; 6,08 ; 6,27 ; 4,02 ; 4,61 ; 1,08 ; 1,18 ; 1,18 ; 0,88 
15;01:42; 1,47 ;-5,00 ; 3,33 ; 1,57 ; 1,57 ; 0,98 ; 2,45 ; 1,37 ; 0,98 ; 5,20 ; 5,98 ; 6,18 ; 4,31 ; 4,41 ; 1,08 ; 0,98 ; 1,18 ; 1,08 
15;01:48; 1,47 ;-4,90 ; 3,43 ; 1,08 ; 1,57 ; 0,98 ; 2,45 ; 1,67 ; 1,37 ; 5,29 ; 6,08 ; 6,08 ; 4,02 ; 4,22 ; 1,18 ; 0,98 ; 1,08 ; 0,78 
15;01:54; 1,47 ;-5,00 ; 3,24 ; 1,67 ; 1,57 ; 1,08 ; 2,25 ; 1,57 ; 1,27 ; 5,29 ; 5,98 ; 5,78 ; 3,92 ; 4,41 ; 1,08 ; 0,98 ; 1,08 ; 0,88 
15;02:00; 1,57 ;-4,90 ; 3,24 ; 1,86 ; 1,57 ; 1,08 ; 2,45 ; 1,37 ; 1,08 ; 5,49 ; 5,98 ; 6,18 ; 4,22 ; 4,61 ; 1,27 ; 1,08 ; 1,18 ; 0,88 
15;02:06; 1,67 ;-4,90 ; 3,43 ; 1,76 ; 1,67 ; 1,08 ; 2,45 ; 1,67 ; 1,18 ; 5,49 ; 5,98 ; 6,18 ; 4,22 ; 4,12 ; 1,27 ; 1,47 ; 1,08 ; 0,98 
15;02:12; 1,67 ;-5,00 ; 3,43 ; 1,18 ; 1,57 ; 1,08 ; 2,75 ; 1,57 ; 0,88 ; 5,29 ; 6,08 ; 6,18 ; 4,22 ; 4,41 ; 1,18 ; 1,37 ; 0,98 ; 0,88 
15;02:18; 1,57 ;-5,00 ; 3,53 ; 1,18 ; 1,57 ; 0,98 ; 2,65 ; 1,47 ; 1,47 ; 5,39 ; 6,08 ; 6,27 ; 4,41 ; 4,71 ; 1,18 ; 1,08 ; 0,98 ; 0,88 
15;02:24; 1,57 ;-5,00 ; 3,73 ; 1,86 ; 1,67 ; 0,98 ; 2,55 ; 1,37 ; 0,88 ; 5,39 ; 6,18 ; 6,47 ; 4,22 ; 4,61 ; 0,98 ; 1,27 ; 1,18 ; 0,88 
15;02:30; 1,57 ;-4,90 ; 3,82 ; 1,96 ; 1,67 ; 1,18 ; 2,55 ; 1,37 ; 0,98 ; 5,29 ; 6,27 ; 6,37 ; 4,31 ; 4,71 ; 0,88 ; 1,47 ; 1,18 ; 1,08 
15;02:36; 1,57 ;-4,90 ; 4,12 ; 1,86 ; 1,67 ; 1,08 ; 2,65 ; 1,57 ; 0,69 ; 5,39 ; 6,27 ; 6,37 ; 4,31 ; 4,90 ; 0,88 ; 1,37 ; 1,27 ; 0,98 
15;02:42; 1,47 ;-4,90 ; 3,92 ; 1,67 ; 1,76 ; 1,18 ; 3,04 ; 1,67 ; 1,27 ; 5,39 ; 6,37 ; 6,57 ; 4,41 ; 4,90 ; 0,88 ; 1,57 ; 1,18 ; 1,08 
15;02:48; 1,47 ;-4,90 ; 4,22 ; 1,57 ; 1,57 ; 0,98 ; 2,84 ; 1,86 ; 1,27 ; 5,39 ; 6,37 ; 6,47 ; 4,51 ; 5,00 ; 0,88 ; 1,27 ; 1,47 ; 1,27 
15;02:54; 1,67 ;-4,90 ; 4,31 ; 1,18 ; 1,57 ; 0,98 ; 2,84 ; 1,47 ; 0,88 ; 5,39 ; 6,47 ; 6,57 ; 4,41 ; 5,10 ; 0,98 ; 1,47 ; 1,37 ; 1,47 
15;03:00; 1,76 ;-4,90 ; 4,31 ; 1,27 ; 1,67 ; 1,08 ; 2,84 ; 1,86 ; 0,88 ; 5,39 ; 6,18 ; 6,47 ; 4,61 ; 5,00 ; 1,27 ; 1,76 ; 1,57 ; 1,27 
15;03:06; 1,76 ;-4,90 ; 4,31 ; 1,76 ; 1,67 ; 0,98 ; 2,75 ; 1,76 ; 1,08 ; 5,39 ; 6,18 ; 6,57 ; 4,51 ; 4,80 ; 1,27 ; 1,86 ; 1,47 ; 1,27 
15;03:12; 1,67 ;-4,90 ; 4,41 ; 1,76 ; 1,67 ; 0,88 ; 2,84 ; 1,67 ; 0,78 ; 5,49 ; 6,18 ; 6,57 ; 4,71 ; 4,80 ; 1,18 ; 1,76 ; 1,57 ; 1,27 
15;03:18; 1,57 ;-4,90 ; 4,51 ; 1,76 ; 1,67 ; 1,08 ; 3,04 ; 1,47 ; 1,37 ; 5,49 ; 6,37 ; 6,57 ; 4,90 ; 5,00 ; 1,08 ; 1,76 ; 1,57 ; 1,47 
15;03:24; 1,47 ;-4,90 ; 4,61 ; 1,57 ; 1,86 ; 1,08 ; 3,04 ; 1,67 ; 1,47 ; 5,49 ; 6,27 ; 6,57 ; 4,80 ; 5,20 ; 1,08 ; 1,67 ; 1,86 ; 1,67 
15;03:30; 1,57 ;-4,90 ; 4,90 ; 1,47 ; 1,76 ; 1,08 ; 2,94 ; 1,67 ; 1,47 ; 5,49 ; 6,18 ; 6,67 ; 4,90 ; 5,39 ; 1,27 ; 1,47 ; 1,86 ; 1,76 
15;03:36; 1,67 ;-4,90 ; 5,00 ; 1,37 ; 1,96 ; 1,08 ; 3,14 ; 1,86 ; 1,18 ; 5,59 ; 6,47 ; 6,76 ; 5,10 ; 5,29 ; 0,98 ; 1,76 ; 2,06 ; 1,67 
15;03:42; 1,76 ;-4,90 ; 4,80 ; 1,57 ; 1,76 ; 1,18 ; 3,14 ; 1,57 ; 1,18 ; 5,39 ; 6,18 ; 6,67 ; 5,00 ; 5,20 ; 1,08 ; 1,76 ; 2,06 ; 1,76 
15;03:48; 1,76 ;-4,90 ; 5,00 ; 1,67 ; 1,76 ; 1,08 ; 3,04 ; 1,86 ; 1,08 ; 5,49 ; 6,18 ; 6,76 ; 5,10 ; 5,00 ; 1,18 ; 2,16 ; 2,16 ; 1,67 
15;03:54; 1,57 ;-4,90 ; 5,10 ; 1,96 ; 1,86 ; 1,08 ; 3,24 ; 2,06 ; 1,27 ; 5,49 ; 6,18 ; 6,57 ; 5,00 ; 5,29 ; 1,08 ; 1,96 ; 2,16 ; 1,76 
15;04:00; 1,67 ;-5,00 ; 5,20 ; 1,76 ; 1,96 ; 0,98 ; 3,14 ; 1,96 ; 1,27 ; 5,49 ; 6,18 ; 6,67 ; 4,90 ; 5,69 ; 1,08 ; 1,86 ; 2,25 ; 1,76 
15;04:06; 1,57 ;-4,90 ; 5,29 ; 1,86 ; 1,86 ; 1,18 ; 3,33 ; 1,76 ; 1,57 ; 5,59 ; 6,27 ; 6,86 ; 5,29 ; 5,59 ; 1,27 ; 1,67 ; 2,55 ; 1,76 
15;04:12; 1,57 ;-4,90 ; 5,49 ; 1,57 ; 1,86 ; 1,08 ; 3,24 ; 1,57 ; 1,96 ; 5,39 ; 6,37 ; 6,76 ; 5,10 ; 5,49 ; 1,18 ; 1,67 ; 2,45 ; 1,96 
15;04:18; 1,57 ;-5,00 ; 5,39 ; 1,37 ; 1,86 ; 1,18 ; 3,33 ; 1,67 ; 2,16 ; 5,49 ; 6,57 ; 6,76 ; 5,20 ; 5,69 ; 1,18 ; 1,86 ; 2,55 ; 2,06 
15;04:24; 1,67 ;-4,90 ; 5,59 ; 1,57 ; 2,06 ; 1,08 ; 3,24 ; 2,06 ; 1,57 ; 5,49 ; 6,37 ; 6,76 ; 5,20 ; 5,78 ; 1,08 ; 1,76 ; 2,65 ; 2,06 
15;04:30; 1,76 ;-5,00 ; 5,49 ; 1,67 ; 2,06 ; 1,08 ; 3,24 ; 2,06 ; 1,67 ; 5,59 ; 6,37 ; 6,76 ; 5,29 ; 5,78 ; 0,98 ; 1,96 ; 2,84 ; 1,96 
15;04:36; 1,76 ;-4,90 ; 5,69 ; 1,86 ; 2,06 ; 1,27 ; 3,53 ; 1,67 ; 1,57 ; 5,59 ; 6,37 ; 6,76 ; 5,39 ; 5,59 ; 1,08 ; 2,25 ; 2,84 ; 1,96 
15;04:42; 1,86 ;-4,90 ; 5,78 ; 2,06 ; 1,96 ; 1,08 ; 3,43 ; 1,86 ; 1,47 ; 5,49 ; 6,37 ; 6,86 ; 5,39 ; 6,08 ; 1,47 ; 2,16 ; 2,75 ; 2,16 
15;04:48; 1,86 ;-5,00 ; 5,78 ; 1,86 ; 1,96 ; 1,18 ; 3,33 ; 2,25 ; 1,57 ; 5,49 ; 6,37 ; 6,76 ; 5,49 ; 5,98 ; 1,27 ; 2,16 ; 2,94 ; 2,35 
15;04:54; 1,86 ;-5,00 ; 5,69 ; 1,76 ; 2,16 ; 0,98 ; 3,24 ; 2,25 ; 1,37 ; 5,59 ; 6,27 ; 6,76 ; 5,39 ; 6,08 ; 1,08 ; 2,16 ; 3,14 ; 2,25 
15;05:00; 1,86 ;-4,90 ; 5,88 ; 1,67 ; 2,25 ; 0,98 ; 3,24 ; 2,35 ; 1,27 ; 5,69 ; 6,47 ; 6,86 ; 5,49 ; 5,78 ; 0,88 ; 2,25 ; 3,04 ; 2,35 
15;05:06; 1,86 ;-5,00 ; 5,78 ; 1,86 ; 2,55 ; 1,08 ; 3,24 ; 2,55 ; 1,27 ; 5,59 ; 6,47 ; 6,67 ; 5,49 ; 5,88 ; 0,78 ; 2,25 ; 3,04 ; 2,55 
15;05:12; 1,96 ;-5,00 ; 5,69 ; 1,86 ; 2,35 ; 1,08 ; 3,33 ; 2,35 ; 1,18 ; 5,69 ; 6,57 ; 6,76 ; 5,78 ; 5,98 ; 0,88 ; 2,16 ; 3,04 ; 2,35 
15;05:18; 1,96 ;-4,90 ; 5,78 ; 1,76 ; 2,45 ; 1,08 ; 3,33 ; 2,35 ; 1,67 ; 5,78 ; 6,47 ; 6,76 ; 5,49 ; 6,08 ; 1,18 ; 2,16 ; 3,24 ; 2,65 
15;05:24; 2,16 ;-4,90 ; 5,88 ; 1,76 ; 2,35 ; 0,98 ; 3,43 ; 2,65 ; 1,27 ; 5,78 ; 6,67 ; 6,57 ; 5,69 ; 6,08 ; 1,27 ; 2,35 ; 3,24 ; 2,35 
15;05:30; 2,35 ;-4,90 ; 5,88 ; 1,76 ; 2,55 ; 1,18 ; 3,53 ; 2,84 ; 1,47 ; 5,78 ; 6,57 ; 6,67 ; 5,78 ; 5,98 ; 1,57 ; 2,16 ; 3,24 ; 2,45 
15;05:36; 2,25 ;-4,90 ; 5,88 ; 1,96 ; 2,65 ; 1,08 ; 3,43 ; 2,84 ; 1,47 ; 5,78 ; 6,67 ; 6,86 ; 5,78 ; 5,98 ; 1,27 ; 2,16 ; 3,33 ; 2,45 
15;05:42; 2,45 ;-4,90 ; 5,98 ; 2,06 ; 2,75 ; 1,18 ; 3,43 ; 2,75 ; 1,27 ; 5,88 ; 6,67 ; 6,86 ; 5,78 ; 6,18 ; 1,27 ; 2,06 ; 3,24 ; 2,75 
15;05:48; 2,35 ;-4,90 ; 5,98 ; 2,16 ; 2,75 ; 1,08 ; 3,43 ; 2,84 ; 1,27 ; 5,78 ; 6,76 ; 6,86 ; 5,78 ; 6,27 ; 1,37 ; 2,25 ; 3,33 ; 2,65 
15;05:54; 2,45 ;-5,00 ; 6,08 ; 2,16 ; 2,94 ; 0,98 ; 3,33 ; 2,75 ; 1,27 ; 5,78 ; 6,76 ; 6,86 ; 5,78 ; 6,18 ; 1,08 ; 2,35 ; 3,33 ; 2,55 
15;06:00; 2,75 ;-5,00 ; 5,98 ; 2,06 ; 3,04 ; 1,18 ; 3,43 ; 3,04 ; 1,37 ; 5,88 ; 6,67 ; 6,86 ; 5,88 ; 6,27 ; 0,98 ; 2,55 ; 3,53 ; 2,65 
15;06:06; 2,75 ;-4,90 ; 6,08 ; 2,25 ; 2,94 ; 1,27 ; 3,53 ; 3,24 ; 1,47 ; 5,98 ; 6,67 ; 6,86 ; 5,98 ; 6,47 ; 1,08 ; 2,55 ; 3,43 ; 2,75 
15;06:12; 2,65 ;-4,90 ; 6,08 ; 2,16 ; 3,04 ; 1,18 ; 3,73 ; 3,14 ; 1,37 ; 6,08 ; 6,76 ; 6,86 ; 5,98 ; 6,47 ; 1,08 ; 2,65 ; 3,43 ; 2,55 
15;06:18; 2,84 ;-4,90 ; 6,18 ; 2,25 ; 2,94 ; 0,98 ; 3,33 ; 3,04 ; 1,27 ; 5,88 ; 6,96 ; 6,86 ; 5,98 ; 6,27 ; 1,08 ; 2,65 ; 3,33 ; 2,45 
15;06:24; 2,75 ;-5,00 ; 6,18 ; 2,25 ; 2,94 ; 0,98 ; 3,43 ; 3,24 ; 1,37 ; 5,98 ; 6,96 ; 6,86 ; 6,08 ; 6,37 ; 1,18 ; 2,65 ; 3,43 ; 2,55 
15;06:30; 2,84 ;-4,90 ; 6,27 ; 2,35 ; 3,14 ; 0,98 ; 3,33 ; 3,14 ; 1,27 ; 6,08 ; 6,86 ; 6,86 ; 5,98 ; 6,67 ; 1,37 ; 2,45 ; 3,43 ; 2,75 
15;06:36; 2,84 ;-4,90 ; 6,18 ; 2,45 ; 3,04 ; 1,18 ; 3,43 ; 3,33 ; 1,27 ; 6,08 ; 6,96 ; 6,86 ; 6,18 ; 6,37 ; 1,27 ; 2,84 ; 3,43 ; 2,45 
15;06:42; 2,84 ;-5,00 ; 6,27 ; 2,35 ; 3,04 ; 1,08 ; 3,63 ; 3,33 ; 1,37 ; 5,98 ; 6,96 ; 6,86 ; 6,08 ; 6,47 ; 1,37 ; 2,65 ; 3,53 ; 2,45 
15;06:48; 2,94 ;-4,90 ; 6,18 ; 2,55 ; 3,04 ; 0,88 ; 3,63 ; 3,43 ; 1,37 ; 6,08 ; 6,86 ; 6,67 ; 5,98 ; 6,37 ; 1,47 ; 2,75 ; 3,43 ; 2,45 
15;06:54; 3,04 ;-4,90 ; 6,08 ; 2,45 ; 3,14 ; 0,88 ; 3,73 ; 3,33 ; 1,27 ; 6,18 ; 7,06 ; 6,86 ; 6,08 ; 6,18 ; 1,57 ; 2,75 ; 3,53 ; 2,55 
15;07:00; 3,14 ;-4,90 ; 6,18 ; 2,55 ; 3,14 ; 1,27 ; 3,43 ; 3,53 ; 1,27 ; 6,08 ; 6,96 ; 6,86 ; 6,08 ; 6,47 ; 1,57 ; 2,84 ; 3,43 ; 2,65 
15;07:06; 3,14 ;-5,00 ; 6,27 ; 2,65 ; 3,14 ; 1,08 ; 3,63 ; 3,53 ; 1,27 ; 6,18 ; 6,96 ; 6,96 ; 6,08 ; 6,57 ; 1,67 ; 2,65 ; 3,43 ; 2,55 
15;07:12; 3,24 ;-4,90 ; 6,47 ; 2,65 ; 3,14 ; 1,18 ; 3,53 ; 3,43 ; 1,47 ; 6,08 ; 6,96 ; 6,96 ; 6,37 ; 6,37 ; 1,76 ; 2,55 ; 3,33 ; 2,45 
15;07:18; 3,14 ;-4,90 ; 6,27 ; 2,75 ; 3,04 ; 1,18 ; 3,53 ; 3,53 ; 1,67 ; 6,08 ; 7,06 ; 6,96 ; 6,27 ; 6,37 ; 1,76 ; 2,84 ; 3,33 ; 2,55 
15;07:24; 3,24 ;-4,71 ; 6,37 ; 2,75 ; 3,04 ; 0,88 ; 3,63 ; 3,63 ; 1,96 ; 6,18 ; 7,06 ; 6,96 ; 6,27 ; 6,37 ; 2,35 ; 2,65 ; 3,24 ; 2,45 
15;07:30; 3,24 ;-5,00 ; 6,27 ; 2,55 ; 2,94 ; 1,27 ; 3,43 ; 3,73 ; 1,86 ; 6,18 ; 7,06 ; 7,06 ; 6,27 ; 6,57 ; 2,55 ; 2,65 ; 3,14 ; 2,35 
15;07:36; 3,43 ;-4,90 ; 6,27 ; 2,55 ; 3,04 ; 1,08 ; 3,63 ; 3,53 ; 1,86 ; 6,27 ; 7,06 ; 7,06 ; 6,27 ; 6,37 ; 2,45 ; 2,35 ; 3,14 ; 2,35 
15;07:42; 3,53 ;-4,90 ; 6,37 ; 2,55 ; 2,94 ; 0,88 ; 3,53 ; 3,43 ; 2,16 ; 6,18 ; 6,96 ; 6,96 ; 6,27 ; 6,47 ; 2,45 ; 2,35 ; 3,04 ; 2,65 
15;07:48; 3,53 ;-5,00 ; 6,27 ; 2,55 ; 2,94 ; 0,98 ; 3,73 ; 3,63 ; 2,25 ; 6,18 ; 7,16 ; 7,16 ; 6,37 ; 6,47 ; 2,84 ; 2,75 ; 3,04 ; 2,45 
15;07:54; 3,53 ;-4,90 ; 6,37 ; 2,45 ; 2,94 ; 1,08 ; 3,53 ; 3,63 ; 2,25 ; 6,18 ; 7,16 ; 7,06 ; 6,27 ; 6,57 ; 2,75 ; 2,94 ; 3,04 ; 2,45 
15;08:00; 3,53 ;-4,90 ; 6,37 ; 2,65 ; 2,94 ; 1,08 ; 3,43 ; 3,53 ; 2,35 ; 6,27 ; 6,96 ; 7,06 ; 6,47 ; 6,57 ; 2,65 ; 2,84 ; 3,04 ; 2,35 
15;08:06; 3,53 ;-4,90 ; 6,37 ; 2,55 ; 2,84 ; 1,08 ; 3,43 ; 3,63 ; 2,65 ; 6,18 ; 7,06 ; 6,96 ; 6,47 ; 6,57 ; 2,45 ; 2,65 ; 2,94 ; 2,45 
15;08:12; 3,63 ;-5,00 ; 6,37 ; 2,45 ; 2,84 ; 0,98 ; 3,63 ; 3,63 ; 2,75 ; 5,98 ; 7,06 ; 6,96 ; 6,37 ; 6,67 ; 2,55 ; 2,55 ; 2,94 ; 2,45 
15;08:18; 3,53 ;-4,90 ; 6,37 ; 2,55 ; 2,84 ; 1,08 ; 3,73 ; 3,63 ; 2,84 ; 6,08 ; 6,96 ; 6,96 ; 6,27 ; 6,86 ; 2,65 ; 2,45 ; 2,84 ; 2,65 
15;08:24; 3,53 ;-4,90 ; 6,37 ; 2,55 ; 2,75 ; 1,08 ; 3,53 ; 3,73 ; 2,84 ; 6,08 ; 6,96 ; 7,06 ; 6,47 ; 6,86 ; 2,55 ; 2,25 ; 2,75 ; 2,45 
15;08:30; 3,63 ;-4,90 ; 6,18 ; 2,65 ; 2,65 ; 0,88 ; 3,43 ; 3,53 ; 2,84 ; 5,98 ; 7,06 ; 6,96 ; 6,47 ; 6,96 ; 2,55 ; 2,35 ; 2,65 ; 2,35 
15;08:36; 3,53 ;-4,90 ; 6,08 ; 2,45 ; 2,75 ; 1,08 ; 3,43 ; 3,53 ; 2,84 ; 6,08 ; 7,06 ; 6,86 ; 6,37 ; 6,86 ; 2,65 ; 1,96 ; 2,45 ; 2,35 
15;08:42; 3,53 ;-5,00 ; 6,37 ; 2,65 ; 2,45 ; 1,18 ; 3,43 ; 3,63 ; 2,84 ; 5,98 ; 6,86 ; 6,96 ; 6,37 ; 6,76 ; 2,65 ; 2,06 ; 2,45 ; 2,25 
15;08:48; 3,73 ;-5,00 ; 6,08 ; 2,55 ; 2,55 ; 1,08 ; 3,53 ; 3,53 ; 3,14 ; 5,98 ; 7,06 ; 6,96 ; 6,37 ; 6,76 ; 2,75 ; 1,67 ; 2,16 ; 2,35 
15;08:54; 3,63 ;-4,90 ; 5,98 ; 2,45 ; 2,45 ; 0,98 ; 3,33 ; 3,43 ; 3,14 ; 5,88 ; 6,86 ; 6,86 ; 6,27 ; 6,76 ; 2,65 ; 1,37 ; 2,06 ; 2,35 
15;09:00; 3,63 ;-4,90 ; 6,18 ; 2,35 ; 2,45 ; 1,08 ; 3,43 ; 3,53 ; 2,84 ; 5,98 ; 6,86 ; 6,76 ; 6,37 ; 6,86 ; 2,75 ; 1,27 ; 1,86 ; 2,45 
15;09:06; 3,63 ;-4,90 ; 6,08 ; 2,25 ; 2,35 ; 0,98 ; 3,43 ; 3,53 ; 2,75 ; 5,88 ; 6,86 ; 6,76 ; 6,27 ; 6,86 ; 2,75 ; 1,37 ; 1,76 ; 2,45 
15;09:12; 3,63 ;-5,00 ; 5,98 ; 2,25 ; 2,35 ; 0,98 ; 3,43 ; 3,53 ; 2,75 ; 5,78 ; 6,86 ; 6,86 ; 6,57 ; 6,86 ; 2,65 ; 1,57 ; 1,67 ; 2,35 
