;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18
5;09:42; 3,04 ; 6,67 ; 5,59 ; 3,53 ; 3,73 ; 0,98 ; 3,53 ; 3,53 ; 4,12 ; 5,69 ; 5,69 ; 7,06 ; 7,06 ; 5,39 ; 7,25 ; 4,41 ; 1,57 ; 3,73 
5;09:48; 3,04 ; 6,67 ; 5,39 ; 3,33 ; 3,73 ; 0,98 ; 3,73 ; 3,43 ; 3,92 ; 5,88 ; 5,69 ; 7,16 ; 7,06 ; 5,29 ; 7,16 ; 4,41 ; 1,37 ; 3,92 
5;09:54; 2,84 ; 6,67 ; 5,29 ; 3,53 ; 3,73 ; 0,98 ; 3,63 ; 3,14 ; 3,73 ; 5,39 ; 5,78 ; 7,06 ; 7,16 ; 5,20 ; 7,16 ; 3,73 ; 1,08 ; 3,73 
5;10:00; 2,75 ; 6,57 ; 5,20 ; 3,43 ; 3,63 ; 1,08 ; 3,53 ; 3,14 ; 3,92 ; 5,29 ; 5,59 ; 7,06 ; 7,06 ; 5,29 ; 7,16 ; 3,92 ; 1,08 ; 3,73 
5;10:06; 2,65 ; 6,47 ; 5,39 ; 3,24 ; 3,53 ; 1,18 ; 3,24 ; 3,33 ; 3,63 ; 5,20 ; 5,59 ; 6,86 ; 6,96 ; 5,20 ; 7,16 ; 3,53 ; 1,08 ; 3,63 
5;10:12; 2,45 ; 6,47 ; 5,29 ; 3,33 ; 3,43 ; 1,08 ; 3,33 ; 3,33 ; 3,53 ; 5,00 ; 5,59 ; 7,06 ; 7,06 ; 5,00 ; 7,16 ; 2,75 ; 0,88 ; 3,53 
5;10:18; 2,35 ; 6,37 ; 5,29 ; 3,14 ; 3,24 ; 0,88 ; 3,43 ; 3,04 ; 3,82 ; 5,29 ; 5,59 ; 6,96 ; 7,06 ; 5,00 ; 7,35 ; 2,65 ; 0,98 ; 3,53 
5;10:24; 2,45 ; 6,27 ; 5,20 ; 3,04 ; 3,04 ; 1,08 ; 3,43 ; 2,84 ; 3,73 ; 5,39 ; 5,49 ; 6,86 ; 6,96 ; 4,90 ; 7,25 ; 2,25 ; 0,59 ; 3,33 
5;10:30; 2,35 ; 6,37 ; 5,10 ; 3,04 ; 2,94 ; 0,98 ; 3,14 ; 2,75 ; 3,53 ; 5,29 ; 5,49 ; 6,76 ; 6,86 ; 4,90 ; 7,25 ; 2,16 ; 0,78 ; 3,33 
5;10:36; 2,25 ; 6,27 ; 4,90 ; 2,65 ; 2,75 ; 1,18 ; 3,33 ; 2,75 ; 3,43 ; 5,10 ; 5,29 ; 6,86 ; 6,76 ; 4,90 ; 7,16 ; 1,96 ; 0,98 ; 3,14 
5;10:42; 2,45 ; 6,37 ; 5,00 ; 2,55 ; 2,65 ; 1,08 ; 3,14 ; 2,65 ; 3,53 ; 4,90 ; 5,29 ; 6,76 ; 6,86 ; 4,71 ; 6,96 ; 1,67 ; 1,08 ; 3,14 
5;10:48; 2,45 ; 6,18 ; 5,00 ; 2,45 ; 2,45 ; 0,98 ; 3,14 ; 2,75 ; 3,73 ; 4,51 ; 5,20 ; 6,57 ; 6,76 ; 4,71 ; 7,16 ; 1,57 ; 0,98 ; 2,94 
5;10:54; 2,25 ; 6,08 ; 5,00 ; 2,16 ; 2,35 ; 0,98 ; 3,04 ; 2,45 ; 3,43 ; 4,90 ; 5,10 ; 6,47 ; 6,76 ; 4,61 ; 7,06 ; 1,27 ; 1,08 ; 2,94 
5;11:00; 1,96 ; 6,08 ; 4,71 ; 1,96 ; 2,16 ; 0,98 ; 2,84 ; 2,65 ; 3,63 ; 4,90 ; 5,10 ; 6,27 ; 6,57 ; 4,71 ; 6,96 ; 1,27 ; 1,18 ; 2,84 
5;11:06; 1,96 ; 5,98 ; 4,51 ; 1,57 ; 2,16 ; 1,18 ; 2,84 ; 2,75 ; 3,63 ; 5,00 ; 5,00 ; 6,18 ; 6,57 ; 4,51 ; 6,86 ; 0,88 ; 1,08 ; 2,55 
5;11:12; 1,96 ; 5,78 ; 4,51 ; 1,67 ; 2,25 ; 0,98 ; 2,84 ; 2,55 ; 3,53 ; 4,90 ; 4,90 ; 6,27 ; 6,47 ; 4,51 ; 6,57 ; 0,78 ; 1,08 ; 2,45 
5;11:18; 1,86 ; 5,78 ; 4,31 ; 1,27 ; 2,35 ; 1,08 ; 2,75 ; 2,35 ; 3,33 ; 4,41 ; 5,00 ; 6,27 ; 6,37 ; 4,31 ; 6,57 ; 1,27 ; 0,88 ; 2,25 
5;11:24; 1,96 ; 5,69 ; 4,12 ; 1,27 ; 2,16 ; 0,98 ; 2,45 ; 2,06 ; 3,24 ; 4,41 ; 4,61 ; 6,08 ; 6,57 ; 4,22 ; 6,47 ; 1,18 ; 0,88 ; 2,06 
5;11:30; 1,57 ; 5,59 ; 4,02 ; 1,57 ; 2,16 ; 1,08 ; 2,45 ; 1,96 ; 2,84 ; 4,90 ; 4,71 ; 6,18 ; 6,57 ; 4,12 ; 6,37 ; 0,78 ; 0,78 ; 1,86 
5;11:36; 1,37 ; 5,39 ; 3,82 ; 1,27 ; 2,25 ; 0,98 ; 2,45 ; 2,06 ; 2,84 ; 5,00 ; 4,41 ; 6,08 ; 6,57 ; 4,31 ; 6,37 ; 0,98 ; 0,88 ; 1,76 
5;11:42; 1,57 ; 5,29 ; 3,63 ; 1,47 ; 2,25 ; 1,08 ; 2,35 ; 2,35 ; 2,94 ; 4,31 ; 4,41 ; 5,78 ; 6,37 ; 4,02 ; 6,08 ; 0,88 ; 1,08 ; 1,57 
5;11:48; 1,37 ; 5,10 ; 3,92 ; 1,67 ; 2,25 ; 0,98 ; 2,16 ; 1,86 ; 2,75 ; 4,12 ; 4,12 ; 5,78 ; 6,27 ; 3,82 ; 5,98 ; 1,08 ; 1,08 ; 1,47 
5;11:54; 1,47 ; 5,00 ; 3,73 ; 1,86 ; 2,25 ; 0,98 ; 2,45 ; 1,76 ; 2,94 ; 4,31 ; 4,12 ; 5,78 ; 6,08 ; 3,73 ; 5,98 ; 0,88 ; 0,98 ; 1,27 
5;12:00; 1,67 ; 4,80 ; 2,94 ; 1,86 ; 2,25 ; 1,08 ; 2,45 ; 1,86 ; 2,65 ; 4,41 ; 4,02 ; 5,39 ; 6,08 ; 3,82 ; 5,78 ; 0,88 ; 0,98 ; 1,27 
5;12:06; 1,67 ; 4,71 ; 3,33 ; 2,25 ; 2,25 ; 1,18 ; 2,25 ; 1,57 ; 2,45 ; 3,73 ; 3,63 ; 5,49 ; 5,98 ; 3,73 ; 5,49 ; 0,98 ; 1,18 ; 1,27 
5;12:12; 1,57 ; 4,71 ; 3,33 ; 2,16 ; 2,35 ; 1,08 ; 1,96 ; 1,57 ; 2,94 ; 4,12 ; 3,63 ; 5,00 ; 5,69 ; 3,43 ; 5,29 ; 0,98 ; 1,08 ; 0,98 
5;12:18; 1,57 ; 4,31 ; 3,04 ; 1,37 ; 2,35 ; 1,08 ; 2,16 ; 1,67 ; 2,75 ; 3,24 ; 3,53 ; 5,20 ; 5,49 ; 3,14 ; 5,10 ; 0,88 ; 0,98 ; 0,88 
5;12:24; 1,67 ; 4,31 ; 2,65 ; 1,18 ; 2,35 ; 1,08 ; 2,06 ; 1,86 ; 2,75 ; 2,84 ; 3,53 ; 5,20 ; 5,20 ; 3,04 ; 5,00 ; 0,98 ; 1,08 ; 0,88 
5;12:30; 1,57 ; 4,12 ; 2,65 ; 1,47 ; 2,45 ; 0,98 ; 1,96 ; 2,06 ; 2,75 ; 2,94 ; 3,24 ; 5,20 ; 5,59 ; 2,94 ; 4,41 ; 0,98 ; 1,27 ; 0,78 
5;12:36; 1,27 ; 3,73 ; 2,06 ; 1,67 ; 2,25 ; 1,08 ; 1,67 ; 1,37 ; 2,45 ; 2,35 ; 2,65 ; 4,90 ; 5,49 ; 2,75 ; 4,12 ; 0,98 ; 1,18 ; 0,88 
5;12:42; 1,47 ; 3,63 ; 1,96 ; 1,96 ; 2,35 ; 0,98 ; 1,76 ; 1,27 ; 2,55 ; 2,75 ; 2,75 ; 5,00 ; 4,90 ; 2,84 ; 3,82 ; 0,98 ; 1,18 ; 0,69 
5;12:48; 1,67 ; 3,63 ; 2,06 ; 1,86 ; 2,55 ; 1,18 ; 1,96 ; 1,27 ; 2,25 ; 2,35 ; 2,75 ; 4,61 ; 4,41 ; 2,84 ; 3,63 ; 0,88 ; 1,08 ; 0,78 
5;12:54; 1,57 ; 3,24 ; 2,16 ; 1,67 ; 2,65 ; 1,18 ; 1,67 ; 1,27 ; 2,45 ; 2,16 ; 2,75 ; 4,61 ; 4,61 ; 2,55 ; 3,53 ; 1,08 ; 1,08 ; 0,78 
5;13:00; 1,76 ; 2,84 ; 1,96 ; 1,37 ; 2,84 ; 1,08 ; 2,06 ; 0,88 ; 2,65 ; 1,47 ; 2,25 ; 4,41 ; 4,80 ; 2,65 ; 3,14 ; 1,27 ; 0,98 ; 0,88 
5;13:06; 1,76 ; 2,84 ; 1,86 ; 1,37 ; 2,84 ; 1,08 ; 2,16 ; 0,88 ; 2,45 ; 1,27 ; 2,16 ; 4,61 ; 4,51 ; 2,75 ; 2,65 ; 0,98 ; 0,88 ; 0,88 
5;13:12; 1,67 ; 2,84 ; 1,37 ; 0,98 ; 3,04 ; 0,98 ; 2,06 ; 1,18 ; 2,16 ; 1,47 ; 1,86 ; 4,41 ; 4,02 ; 2,35 ; 2,25 ; 1,08 ; 0,98 ; 1,08 
5;13:18; 1,47 ; 2,65 ; 1,37 ; 1,18 ; 3,14 ; 1,08 ; 2,35 ; 1,27 ; 2,25 ; 1,67 ; 1,86 ; 4,51 ; 4,22 ; 1,96 ; 2,45 ; 0,88 ; 0,88 ; 1,08 
5;13:24; 1,47 ; 2,55 ; 1,37 ; 1,67 ; 3,14 ; 1,18 ; 2,25 ; 1,18 ; 2,06 ; 1,76 ; 1,76 ; 4,31 ; 3,92 ; 2,06 ; 2,35 ; 1,18 ; 0,98 ; 0,98 
5;13:30; 1,47 ; 2,25 ; 1,76 ; 1,96 ; 3,24 ; 1,08 ; 2,45 ; 1,47 ; 1,76 ; 1,96 ; 1,37 ; 4,22 ; 4,02 ; 1,96 ; 2,35 ; 1,18 ; 1,08 ; 0,88 
5;13:36; 1,47 ; 2,45 ; 1,76 ; 2,16 ; 3,14 ; 1,08 ; 2,16 ; 0,88 ; 1,27 ; 1,67 ; 1,27 ; 4,51 ; 4,22 ; 1,86 ; 2,16 ; 1,18 ; 0,78 ; 0,69 
5;13:42; 1,57 ; 2,45 ; 1,47 ; 1,76 ; 3,04 ; 1,08 ; 2,35 ; 0,78 ; 1,47 ; 1,27 ; 1,08 ; 4,12 ; 4,22 ; 1,67 ; 2,06 ; 0,98 ; 1,08 ; 0,69 
5;13:48; 1,67 ; 2,16 ; 1,57 ; 1,67 ; 2,84 ; 1,08 ; 2,25 ; 0,88 ; 1,27 ; 1,47 ; 1,27 ; 4,02 ; 4,41 ; 1,57 ; 1,86 ; 1,18 ; 1,18 ; 0,88 
5;13:54; 1,67 ; 1,96 ; 1,47 ; 1,47 ; 2,75 ; 1,08 ; 2,25 ; 0,59 ; 1,57 ; 1,27 ; 0,98 ; 4,02 ; 4,22 ; 1,57 ; 1,57 ; 0,88 ; 0,88 ; 0,88 
5;14:00; 1,47 ; 1,76 ; 1,47 ; 1,37 ; 2,65 ; 1,08 ; 1,86 ; 1,37 ; 1,27 ; 0,98 ; 1,08 ; 4,31 ; 4,51 ; 1,47 ; 1,18 ; 1,08 ; 0,98 ; 0,69 
5;14:06; 1,47 ; 1,67 ; 1,18 ; 1,67 ; 2,55 ; 1,08 ; 2,25 ; 1,08 ; 1,18 ; 0,88 ; 0,88 ; 4,12 ; 4,80 ; 1,57 ; 1,37 ; 0,98 ; 1,27 ; 0,98 
5;14:12; 1,57 ; 1,67 ; 1,27 ; 1,57 ; 2,65 ; 1,08 ; 2,55 ; 1,37 ; 1,08 ; 1,08 ; 0,78 ; 4,41 ; 4,80 ; 1,47 ; 0,88 ; 0,98 ; 1,08 ; 0,98 
5;14:18; 1,27 ; 1,57 ; 1,76 ; 1,57 ; 2,16 ; 0,88 ; 2,45 ; 1,08 ; 1,27 ; 0,98 ; 1,08 ; 4,12 ; 4,22 ; 1,47 ; 1,27 ; 1,08 ; 1,08 ; 0,69 
5;14:24; 1,47 ; 1,47 ; 1,76 ; 1,27 ; 2,16 ; 0,98 ; 2,45 ; 0,49 ; 1,76 ; 0,98 ; 0,98 ; 3,82 ; 4,41 ; 1,37 ; 1,18 ; 1,18 ; 1,08 ; 0,78 
5;14:30; 1,67 ; 1,57 ; 1,57 ; 1,57 ; 2,16 ; 0,88 ; 2,55 ; 0,69 ; 0,78 ; 1,18 ; 1,08 ; 4,12 ; 4,12 ; 1,27 ; 1,37 ; 1,08 ; 1,08 ; 0,88 
5;14:36; 1,67 ; 1,57 ; 1,76 ; 1,37 ; 1,96 ; 0,98 ; 2,35 ; 1,18 ; 0,98 ; 1,18 ; 1,08 ; 4,22 ; 4,02 ; 1,37 ; 1,37 ; 1,37 ; 1,18 ; 0,78 
5;14:42; 1,47 ; 1,57 ; 1,57 ; 1,96 ; 1,96 ; 1,08 ; 2,45 ; 1,08 ; 1,27 ; 0,98 ; 0,78 ; 4,12 ; 3,53 ; 1,08 ; 1,27 ; 1,18 ; 0,88 ; 0,88 
5;14:48; 1,47 ; 1,57 ; 1,47 ; 1,86 ; 2,06 ; 1,08 ; 2,75 ; 1,37 ; 0,59 ; 1,18 ; 0,88 ; 4,12 ; 3,63 ; 1,18 ; 0,98 ; 0,98 ; 1,08 ; 0,78 
5;14:54; 1,57 ; 1,57 ; 1,57 ; 1,47 ; 1,86 ; 0,98 ; 2,75 ; 1,08 ; 1,08 ; 1,18 ; 0,88 ; 4,31 ; 3,53 ; 1,37 ; 0,98 ; 1,08 ; 0,98 ; 0,88 
5;15:00; 1,67 ; 1,67 ; 1,57 ; 1,27 ; 1,76 ; 0,98 ; 2,45 ; 0,69 ; 1,27 ; 1,08 ; 1,08 ; 3,92 ; 3,63 ; 1,27 ; 1,47 ; 1,08 ; 0,98 ; 0,98 
5;15:06; 1,47 ; 1,57 ; 1,57 ; 1,57 ; 1,76 ; 0,88 ; 2,35 ; 0,88 ; 1,08 ; 1,18 ; 1,27 ; 4,02 ; 3,53 ; 1,37 ; 1,37 ; 0,88 ; 0,98 ; 0,98 
5;15:12; 1,37 ; 1,57 ; 1,47 ; 1,57 ; 1,86 ; 0,98 ; 2,55 ; 1,18 ; 1,27 ; 0,98 ; 1,08 ; 4,22 ; 3,33 ; 1,47 ; 1,18 ; 1,08 ; 1,08 ; 0,78 
5;15:18; 1,57 ; 1,47 ; 1,76 ; 1,67 ; 1,86 ; 0,98 ; 2,65 ; 0,98 ; 1,37 ; 0,98 ; 1,18 ; 3,92 ; 3,14 ; 1,67 ; 1,27 ; 1,27 ; 1,18 ; 0,88 
5;15:24; 1,57 ; 1,57 ; 2,06 ; 1,76 ; 2,06 ; 1,08 ; 2,65 ; 0,78 ; 1,27 ; 0,88 ; 1,18 ; 4,12 ; 3,04 ; 1,27 ; 1,08 ; 0,98 ; 1,18 ; 0,78 
5;15:30; 1,57 ; 1,57 ; 1,67 ; 1,76 ; 2,06 ; 1,08 ; 2,45 ; 1,08 ; 0,98 ; 0,98 ; 0,98 ; 4,22 ; 2,94 ; 1,37 ; 1,08 ; 0,88 ; 0,98 ; 0,98 
5;15:36; 1,67 ; 1,47 ; 1,27 ; 1,57 ; 1,67 ; 0,98 ; 2,65 ; 1,57 ; 1,18 ; 1,08 ; 0,98 ; 4,31 ; 2,55 ; 1,67 ; 0,98 ; 0,98 ; 0,88 ; 0,69 
5;15:42; 1,47 ; 1,47 ; 1,18 ; 1,57 ; 1,76 ; 0,98 ; 2,45 ; 0,98 ; 0,98 ; 1,08 ; 1,37 ; 4,51 ; 2,55 ; 1,57 ; 1,27 ; 1,08 ; 0,98 ; 0,78 
5;15:48; 1,47 ; 1,67 ; 1,67 ; 1,47 ; 1,76 ; 1,08 ; 2,55 ; 0,78 ; 0,88 ; 1,18 ; 1,76 ; 4,51 ; 2,65 ; 1,37 ; 1,08 ; 0,88 ; 1,08 ; 0,88 
5;15:54; 1,67 ; 1,47 ; 1,57 ; 1,37 ; 1,86 ; 1,08 ; 2,55 ; 0,78 ; 0,98 ; 1,27 ; 1,08 ; 4,41 ; 2,84 ; 1,47 ; 1,08 ; 0,98 ; 1,18 ; 0,88 
5;16:00; 1,47 ; 1,57 ; 1,67 ; 1,96 ; 2,06 ; 1,08 ; 2,75 ; 0,78 ; 1,27 ; 1,08 ; 0,78 ; 4,41 ; 2,65 ; 1,47 ; 1,18 ; 0,98 ; 0,98 ; 1,08 
5;16:06; 1,47 ; 1,57 ; 1,67 ; 2,16 ; 2,06 ; 1,08 ; 2,75 ; 1,08 ; 1,67 ; 1,27 ; 0,88 ; 4,41 ; 2,65 ; 1,57 ; 1,08 ; 1,18 ; 1,08 ; 0,98 
5;16:12; 1,67 ; 1,67 ; 1,67 ; 1,76 ; 1,96 ; 0,98 ; 2,75 ; 1,08 ; 1,67 ; 0,88 ; 0,88 ; 4,41 ; 2,94 ; 1,47 ; 0,98 ; 1,08 ; 1,08 ; 0,88 
5;16:18; 1,57 ; 1,67 ; 1,37 ; 2,16 ; 2,06 ; 0,98 ; 2,65 ; 1,47 ; 1,57 ; 0,88 ; 0,88 ; 4,51 ; 2,94 ; 1,67 ; 1,27 ; 1,08 ; 0,98 ; 0,69 
5;16:24; 1,67 ; 1,57 ; 1,57 ; 1,76 ; 2,16 ; 1,08 ; 2,84 ; 1,47 ; 1,27 ; 0,98 ; 0,88 ; 4,41 ; 2,75 ; 1,86 ; 0,98 ; 0,88 ; 1,37 ; 0,69 
5;16:30; 1,57 ; 1,47 ; 1,57 ; 1,67 ; 2,06 ; 1,18 ; 2,65 ; 0,69 ; 1,18 ; 1,08 ; 1,18 ; 4,71 ; 2,84 ; 1,86 ; 1,27 ; 0,98 ; 1,27 ; 0,78 
5;16:36; 1,57 ; 1,47 ; 1,76 ; 1,57 ; 2,16 ; 1,08 ; 3,04 ; 0,69 ; 1,18 ; 0,98 ; 1,18 ; 4,71 ; 2,35 ; 1,96 ; 0,98 ; 0,98 ; 1,08 ; 0,69 
5;16:42; 1,47 ; 1,57 ; 1,37 ; 1,67 ; 2,06 ; 1,18 ; 2,84 ; 1,18 ; 1,27 ; 0,88 ; 1,18 ; 4,51 ; 2,25 ; 1,96 ; 0,98 ; 1,27 ; 0,88 ; 0,78 
5;16:48; 1,27 ; 1,47 ; 1,47 ; 2,16 ; 2,06 ; 1,08 ; 2,65 ; 0,98 ; 1,47 ; 1,27 ; 1,27 ; 4,80 ; 2,35 ; 1,76 ; 1,27 ; 0,98 ; 1,08 ; 0,69 
5;16:54; 1,57 ; 1,47 ; 1,67 ; 1,67 ; 2,35 ; 0,98 ; 2,94 ; 1,18 ; 1,18 ; 1,08 ; 1,27 ; 4,90 ; 2,35 ; 1,96 ; 1,08 ; 1,27 ; 1,08 ; 0,88 
5;17:00; 1,47 ; 1,47 ; 1,57 ; 1,76 ; 2,16 ; 1,18 ; 2,84 ; 1,18 ; 1,27 ; 0,98 ; 1,57 ; 4,80 ; 2,16 ; 1,96 ; 1,08 ; 1,18 ; 0,98 ; 1,08 
5;17:06; 1,76 ; 1,67 ; 1,37 ; 2,06 ; 2,16 ; 1,18 ; 2,75 ; 1,08 ; 1,18 ; 1,08 ; 1,27 ; 5,00 ; 2,45 ; 1,86 ; 1,18 ; 0,88 ; 1,18 ; 1,08 
5;17:12; 1,47 ; 1,67 ; 1,57 ; 1,96 ; 2,35 ; 1,08 ; 2,65 ; 1,18 ; 1,18 ; 1,08 ; 1,27 ; 5,00 ; 2,45 ; 2,06 ; 0,98 ; 0,98 ; 1,18 ; 0,88 
5;17:18; 1,57 ; 1,67 ; 1,67 ; 2,16 ; 2,16 ; 1,08 ; 2,65 ; 0,78 ; 1,18 ; 1,27 ; 1,18 ; 4,71 ; 2,25 ; 1,86 ; 1,27 ; 0,88 ; 1,08 ; 0,88 
5;17:24; 1,57 ; 1,37 ; 1,76 ; 2,06 ; 2,25 ; 1,08 ; 2,75 ; 1,27 ; 1,08 ; 1,08 ; 1,18 ; 4,80 ; 2,45 ; 2,25 ; 1,08 ; 0,98 ; 0,98 ; 0,78 
5;17:30; 1,57 ; 1,47 ; 1,08 ; 2,16 ; 2,16 ; 1,18 ; 2,84 ; 0,78 ; 1,37 ; 0,98 ; 1,18 ; 5,00 ; 2,06 ; 1,96 ; 1,18 ; 1,08 ; 1,08 ; 0,78 
5;17:36; 1,57 ; 1,67 ; 1,57 ; 2,06 ; 2,25 ; 0,98 ; 2,84 ; 1,18 ; 1,86 ; 1,08 ; 1,18 ; 5,29 ; 2,25 ; 1,96 ; 0,98 ; 1,08 ; 1,08 ; 0,69 
5;17:42; 1,57 ; 1,57 ; 1,47 ; 2,25 ; 2,25 ; 1,08 ; 2,84 ; 1,18 ; 1,57 ; 0,98 ; 1,08 ; 4,90 ; 2,45 ; 1,86 ; 0,98 ; 0,98 ; 1,18 ; 0,78 
5;17:48; 1,57 ; 1,47 ; 1,67 ; 2,35 ; 2,16 ; 0,98 ; 2,84 ; 0,69 ; 1,47 ; 1,27 ; 1,08 ; 5,20 ; 2,25 ; 1,86 ; 0,88 ; 1,27 ; 1,27 ; 1,08 
5;17:54; 1,76 ; 1,76 ; 1,76 ; 2,16 ; 2,25 ; 0,98 ; 2,84 ; 0,98 ; 1,57 ; 1,27 ; 1,08 ; 5,29 ; 2,35 ; 2,25 ; 0,88 ; 1,08 ; 1,08 ; 0,88 
5;18:00; 1,57 ; 1,76 ; 1,76 ; 2,25 ; 2,45 ; 1,18 ; 2,84 ; 1,08 ; 1,67 ; 1,27 ; 1,18 ; 5,59 ; 2,65 ; 1,96 ; 1,08 ; 0,98 ; 0,98 ; 0,78 
5;18:06; 1,47 ; 1,57 ; 1,67 ; 2,35 ; 2,55 ; 0,98 ; 3,04 ; 1,57 ; 1,67 ; 1,18 ; 1,18 ; 5,59 ; 2,84 ; 1,96 ; 1,08 ; 0,98 ; 0,88 ; 1,08 
5;18:12; 1,47 ; 1,37 ; 1,57 ; 2,45 ; 2,45 ; 1,18 ; 3,14 ; 0,88 ; 1,67 ; 1,18 ; 1,18 ; 5,49 ; 2,65 ; 2,16 ; 1,08 ; 0,88 ; 1,08 ; 0,98 
5;18:18; 1,76 ; 1,57 ; 1,47 ; 2,35 ; 2,55 ; 0,98 ; 3,14 ; 0,69 ; 1,76 ; 1,47 ; 1,37 ; 5,59 ; 2,65 ; 2,06 ; 1,18 ; 1,08 ; 1,08 ; 0,88 
5;18:24; 1,67 ; 1,67 ; 1,57 ; 2,65 ; 2,65 ; 1,18 ; 3,14 ; 1,08 ; 1,76 ; 1,57 ; 1,67 ; 5,69 ; 2,65 ; 2,16 ; 1,08 ; 1,08 ; 1,37 ; 0,88 
5;18:30; 1,67 ; 1,67 ; 1,57 ; 3,04 ; 2,75 ; 0,98 ; 3,04 ; 1,27 ; 1,76 ; 1,96 ; 1,47 ; 5,59 ; 3,04 ; 2,06 ; 1,08 ; 1,08 ; 1,08 ; 0,88 
5;18:36; 1,47 ; 1,67 ; 1,67 ; 3,04 ; 2,75 ; 1,08 ; 3,04 ; 1,18 ; 1,76 ; 2,16 ; 1,67 ; 5,69 ; 2,65 ; 2,06 ; 1,08 ; 1,27 ; 1,18 ; 0,78 
5;18:42; 1,47 ; 1,57 ; 2,06 ; 3,14 ; 2,65 ; 1,08 ; 3,04 ; 1,18 ; 1,47 ; 2,06 ; 2,06 ; 5,59 ; 2,55 ; 2,06 ; 0,88 ; 0,98 ; 0,88 ; 0,69 
5;18:48; 1,47 ; 1,47 ; 1,86 ; 2,84 ; 2,84 ; 1,08 ; 3,04 ; 0,98 ; 1,67 ; 1,96 ; 1,86 ; 5,49 ; 2,75 ; 2,16 ; 1,08 ; 0,98 ; 0,98 ; 0,78 
5;18:54; 1,67 ; 1,47 ; 1,57 ; 3,14 ; 2,94 ; 1,18 ; 3,14 ; 1,18 ; 1,57 ; 2,16 ; 1,96 ; 5,59 ; 2,94 ; 2,25 ; 1,18 ; 1,08 ; 0,98 ; 0,88 
5;19:00; 1,76 ; 1,57 ; 1,57 ; 2,94 ; 2,84 ; 1,08 ; 3,14 ; 1,57 ; 1,86 ; 2,25 ; 2,16 ; 5,88 ; 3,04 ; 2,45 ; 1,08 ; 1,18 ; 1,08 ; 0,88 
5;19:06; 1,67 ; 1,57 ; 1,47 ; 2,84 ; 2,84 ; 0,98 ; 3,24 ; 1,18 ; 1,76 ; 2,45 ; 2,55 ; 5,59 ; 3,04 ; 2,35 ; 1,08 ; 1,08 ; 1,18 ; 0,98 
5;19:12; 1,37 ; 1,76 ; 1,67 ; 2,75 ; 3,04 ; 1,08 ; 3,24 ; 0,59 ; 2,16 ; 2,75 ; 2,45 ; 5,88 ; 2,84 ; 2,45 ; 1,08 ; 1,08 ; 1,37 ; 0,88 
5;19:18; 1,37 ; 1,76 ; 1,47 ; 2,94 ; 2,94 ; 1,08 ; 3,33 ; 1,18 ; 1,96 ; 2,65 ; 2,65 ; 6,18 ; 2,75 ; 2,55 ; 1,08 ; 1,18 ; 1,08 ; 0,98 
5;19:24; 1,47 ; 1,76 ; 1,47 ; 2,75 ; 2,94 ; 1,18 ; 3,04 ; 1,27 ; 2,16 ; 3,33 ; 2,84 ; 6,18 ; 3,04 ; 2,55 ; 1,18 ; 0,98 ; 0,88 ; 0,78 
5;19:30; 1,57 ; 1,57 ; 1,67 ; 2,75 ; 2,84 ; 1,08 ; 3,43 ; 0,98 ; 2,16 ; 3,33 ; 2,94 ; 6,27 ; 3,53 ; 2,55 ; 1,18 ; 1,08 ; 0,88 ; 0,78 
5;19:36; 1,67 ; 1,57 ; 1,86 ; 2,75 ; 2,84 ; 0,98 ; 3,43 ; 0,98 ; 2,55 ; 3,82 ; 3,04 ; 6,18 ; 3,53 ; 2,75 ; 1,18 ; 0,98 ; 0,88 ; 0,78 
5;19:42; 1,57 ; 1,57 ; 1,47 ; 3,04 ; 2,94 ; 0,98 ; 3,33 ; 0,98 ; 2,75 ; 3,04 ; 2,94 ; 6,27 ; 3,33 ; 2,84 ; 1,08 ; 1,18 ; 1,08 ; 0,78 
5;19:48; 1,76 ; 1,76 ; 1,67 ; 2,94 ; 3,04 ; 1,08 ; 3,14 ; 1,37 ; 2,55 ; 3,24 ; 3,24 ; 6,27 ; 3,14 ; 2,84 ; 1,27 ; 1,08 ; 1,08 ; 0,98 
5;19:54; 1,47 ; 1,86 ; 1,96 ; 2,94 ; 3,24 ; 1,08 ; 3,53 ; 1,47 ; 2,35 ; 3,43 ; 3,43 ; 6,37 ; 3,14 ; 2,75 ; 1,27 ; 0,88 ; 0,88 ; 0,88 
5;20:00; 1,37 ; 1,86 ; 1,67 ; 3,24 ; 3,14 ; 1,08 ; 3,43 ; 1,08 ; 2,45 ; 4,02 ; 3,63 ; 6,18 ; 3,04 ; 2,94 ; 1,47 ; 0,78 ; 1,08 ; 0,78 
5;20:06; 1,57 ; 1,67 ; 1,57 ; 3,33 ; 3,04 ; 1,08 ; 3,43 ; 0,78 ; 2,65 ; 4,31 ; 3,43 ; 6,37 ; 2,94 ; 3,24 ; 1,37 ; 0,98 ; 1,18 ; 0,88 
5;20:12; 1,67 ; 1,57 ; 1,57 ; 3,33 ; 3,04 ; 1,08 ; 3,53 ; 1,08 ; 2,55 ; 4,22 ; 3,53 ; 6,47 ; 3,14 ; 3,14 ; 1,47 ; 0,98 ; 1,08 ; 0,78 
