;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
1;10:00; 5,93 ; 3,24 ; 2,89 ; 1,57 ; 3,33 ; 2,40 ; 5,78 ; 2,75 ; 3,48 ; 4,31 ; 5,20 ; 4,17 ; 3,43 ; 5,64 ; 6,57 ; 5,54 ; 4,22 ; 7,94 ; 10,00 
1;10:06; 5,69 ; 3,33 ; 2,30 ; 1,57 ; 3,14 ; 3,14 ; 5,69 ; 2,60 ; 3,24 ; 4,31 ; 5,10 ; 3,87 ; 2,60 ; 5,29 ; 6,42 ; 5,59 ; 3,73 ; 7,99 ; 10,00 
1;10:12; 5,49 ; 3,19 ; 2,84 ; 1,37 ; 2,94 ; 2,99 ; 5,74 ; 2,79 ; 3,28 ; 4,17 ; 5,20 ; 3,73 ; 2,70 ; 5,05 ; 6,37 ; 5,44 ; 5,39 ; 7,99 ; 10,00 
1;10:18; 5,44 ; 3,19 ; 2,30 ; 1,72 ; 2,70 ; 2,45 ; 5,49 ; 2,60 ; 3,04 ; 4,02 ; 5,00 ; 3,58 ; 2,99 ; 4,95 ; 6,03 ; 5,64 ; 3,68 ; 7,94 ; 10,00 
1;10:24; 5,44 ; 2,40 ; 2,65 ; 1,27 ; 2,55 ; 2,75 ; 5,39 ; 2,70 ; 3,19 ; 4,07 ; 4,95 ; 3,68 ; 3,87 ; 5,00 ; 4,80 ; 5,69 ; 5,34 ; 8,09 ; 10,00 
1;10:30; 5,98 ; 1,67 ; 2,11 ; 1,23 ; 2,70 ; 3,14 ; 5,34 ; 2,65 ; 4,31 ; 3,77 ; 4,85 ; 3,38 ; 3,19 ; 4,80 ; 6,13 ; 5,64 ; 3,77 ; 8,19 ; 10,00 
1;10:36; 5,64 ; 2,99 ; 2,65 ; 1,27 ; 2,35 ; 2,70 ; 5,29 ; 2,55 ; 3,19 ; 3,82 ; 4,75 ; 3,24 ; 3,38 ; 4,95 ; 6,72 ; 5,44 ; 5,29 ; 8,28 ; 10,00 
1;10:42; 5,74 ; 3,24 ; 2,35 ; 1,18 ; 2,35 ; 2,50 ; 5,25 ; 2,75 ; 3,04 ; 3,73 ; 4,71 ; 3,33 ; 3,33 ; 4,71 ; 5,88 ; 5,54 ; 5,29 ; 8,28 ; 10,00 
1;10:48; 6,08 ; 1,23 ; 2,60 ; 1,27 ; 3,33 ; 3,04 ; 5,15 ; 2,60 ; 2,99 ; 3,48 ; 4,51 ; 3,04 ; 3,53 ; 4,26 ; 6,03 ; 5,39 ; 4,36 ; 8,14 ; 10,00 
1;10:54; 5,74 ; 1,62 ; 2,70 ; 1,32 ; 2,45 ; 2,45 ; 5,00 ; 2,75 ; 2,65 ; 3,68 ; 4,71 ; 3,14 ; 3,63 ; 4,22 ; 6,47 ; 5,49 ; 4,90 ; 8,19 ; 10,00 
1;11:00; 5,93 ; 2,11 ; 2,06 ; 1,08 ; 2,99 ; 2,84 ; 5,10 ; 2,70 ; 2,65 ; 3,43 ; 4,46 ; 2,94 ; 3,58 ; 3,97 ; 6,57 ; 5,44 ; 4,95 ; 8,28 ; 10,00 
1;11:06; 5,98 ; 2,84 ; 2,55 ; 1,13 ; 2,75 ; 2,79 ; 4,95 ; 2,60 ; 2,25 ; 3,38 ; 4,41 ; 2,99 ; 3,77 ; 3,33 ; 5,59 ; 5,49 ; 4,75 ; 8,24 ; 10,00 
1;11:12; 5,88 ; 2,30 ; 2,55 ; 1,03 ; 2,30 ; 2,50 ; 4,90 ; 2,75 ; 3,24 ; 3,24 ; 4,36 ; 3,09 ; 3,87 ; 3,24 ; 5,64 ; 5,78 ; 3,28 ; 8,24 ; 10,00 
1;11:18; 5,49 ; 2,65 ; 2,30 ; 1,08 ; 3,04 ; 2,65 ; 4,95 ; 2,30 ; 2,65 ; 3,14 ; 4,22 ; 2,84 ; 3,87 ; 2,84 ; 5,44 ; 5,78 ; 3,14 ; 8,24 ; 10,00 
1;11:24; 4,80 ; 2,65 ; 3,09 ; 1,03 ; 2,30 ; 2,99 ; 4,85 ; 2,79 ; 2,30 ; 3,04 ; 4,12 ; 2,99 ; 4,12 ; 2,60 ; 4,02 ; 5,74 ; 3,53 ; 8,14 ; 10,00 
1;11:30; 4,61 ; 2,21 ; 2,35 ; 0,93 ; 3,19 ; 2,65 ; 4,66 ; 2,55 ; 3,09 ; 2,94 ; 4,17 ; 2,70 ; 4,26 ; 2,50 ; 5,83 ; 5,83 ; 4,71 ; 8,28 ; 10,00 
1;11:36; 4,71 ; 2,55 ; 2,35 ; 1,03 ; 2,25 ; 2,40 ; 4,61 ; 2,40 ; 2,60 ; 2,84 ; 4,02 ; 2,55 ; 4,17 ; 2,25 ; 4,17 ; 6,03 ; 4,66 ; 8,33 ; 10,00 
1;11:42; 4,90 ; 2,79 ; 2,50 ; 0,98 ; 3,09 ; 3,04 ; 4,51 ; 3,04 ; 2,30 ; 2,84 ; 3,82 ; 2,45 ; 4,17 ; 2,89 ; 5,39 ; 6,03 ; 2,11 ; 8,33 ; 10,00 
1;11:48; 5,15 ; 2,21 ; 2,30 ; 0,88 ; 2,25 ; 2,79 ; 4,51 ; 2,84 ; 3,14 ; 2,75 ; 3,82 ; 2,35 ; 4,22 ; 2,89 ; 5,00 ; 6,18 ; 3,09 ; 8,68 ; 10,00 
1;11:54; 4,95 ; 2,30 ; 2,75 ; 1,03 ; 2,99 ; 2,45 ; 4,41 ; 2,60 ; 2,60 ; 2,65 ; 3,82 ; 3,33 ; 4,36 ; 2,40 ; 5,44 ; 6,13 ; 3,63 ; 8,58 ; 10,00 
1;12:00; 4,71 ; 2,75 ; 2,01 ; 0,98 ; 2,30 ; 2,30 ; 4,56 ; 2,55 ; 2,40 ; 2,65 ; 3,53 ; 2,79 ; 4,80 ; 2,40 ; 4,66 ; 6,08 ; 4,85 ; 8,53 ; 10,00 
1;12:06; 5,05 ; 2,21 ; 2,70 ; 1,08 ; 3,14 ; 3,09 ; 4,26 ; 2,50 ; 2,75 ; 2,60 ; 3,48 ; 2,55 ; 4,66 ; 3,48 ; 5,25 ; 5,88 ; 3,68 ; 8,38 ; 10,00 
1;12:12; 4,80 ; 2,45 ; 2,16 ; 1,08 ; 2,25 ; 2,84 ; 4,41 ; 2,50 ; 3,04 ; 2,60 ; 3,38 ; 2,55 ; 4,80 ; 2,79 ; 4,56 ; 5,88 ; 3,38 ; 8,43 ; 10,00 
1;12:18; 4,85 ; 2,45 ; 2,35 ; 1,03 ; 2,99 ; 2,60 ; 4,56 ; 2,60 ; 2,75 ; 2,45 ; 3,28 ; 2,30 ; 4,90 ; 2,30 ; 5,15 ; 6,23 ; 4,36 ; 8,63 ; 10,00 
1;12:24; 4,41 ; 2,16 ; 2,84 ; 0,98 ; 2,21 ; 2,40 ; 4,61 ; 2,79 ; 2,35 ; 2,45 ; 3,28 ; 3,28 ; 5,29 ; 3,14 ; 1,96 ; 6,18 ; 4,75 ; 8,77 ; 10,00 
1;12:30; 4,61 ; 2,55 ; 2,01 ; 0,98 ; 2,89 ; 2,99 ; 4,61 ; 2,84 ; 3,19 ; 2,40 ; 3,19 ; 2,89 ; 5,15 ; 2,94 ; 2,75 ; 6,18 ; 4,41 ; 8,58 ; 10,00 
1;12:36; 4,22 ; 2,35 ; 1,96 ; 0,98 ; 2,45 ; 2,84 ; 4,41 ; 2,84 ; 2,79 ; 2,94 ; 3,14 ; 2,60 ; 5,29 ; 2,55 ; 4,51 ; 6,08 ; 4,02 ; 8,73 ; 10,00 
1;12:42; 4,12 ; 2,35 ; 2,75 ; 0,88 ; 2,84 ; 2,75 ; 4,46 ; 3,04 ; 2,35 ; 2,84 ; 3,09 ; 2,45 ; 5,39 ; 2,40 ; 5,10 ; 6,13 ; 4,26 ; 8,68 ; 10,00 
1;12:48; 3,97 ; 2,60 ; 2,21 ; 0,98 ; 2,55 ; 2,55 ; 4,46 ; 2,89 ; 2,35 ; 2,65 ; 3,09 ; 2,35 ; 5,44 ; 2,25 ; 4,95 ; 5,88 ; 4,75 ; 8,73 ; 10,00 
1;12:54; 3,68 ; 2,55 ; 2,16 ; 1,03 ; 2,50 ; 2,45 ; 4,31 ; 2,89 ; 2,94 ; 2,45 ; 2,99 ; 3,19 ; 5,69 ; 3,24 ; 5,39 ; 6,13 ; 4,71 ; 8,68 ; 10,00 
1;13:00; 3,68 ; 2,30 ; 2,99 ; 0,93 ; 2,65 ; 3,04 ; 4,46 ; 3,04 ; 2,65 ; 2,35 ; 2,89 ; 2,89 ; 5,49 ; 3,19 ; 4,85 ; 6,03 ; 4,12 ; 8,63 ; 10,00 
1;13:06; 3,82 ; 2,55 ; 2,30 ; 0,93 ; 2,35 ; 2,94 ; 4,31 ; 3,14 ; 2,75 ; 3,19 ; 2,84 ; 2,60 ; 5,39 ; 2,94 ; 4,80 ; 6,08 ; 4,22 ; 8,63 ; 10,00 
1;13:12; 4,12 ; 2,89 ; 2,35 ; 0,93 ; 2,94 ; 2,60 ; 4,26 ; 3,38 ; 2,79 ; 2,89 ; 2,84 ; 2,45 ; 5,64 ; 2,94 ; 5,05 ; 6,18 ; 3,43 ; 8,68 ; 10,00 
1;13:18; 3,92 ; 2,11 ; 2,84 ; 1,03 ; 2,40 ; 2,50 ; 4,31 ; 3,28 ; 2,35 ; 2,55 ; 2,79 ; 3,04 ; 5,78 ; 2,70 ; 4,95 ; 6,13 ; 3,68 ; 8,58 ; 10,00 
1;13:24; 3,87 ; 2,40 ; 2,21 ; 0,98 ; 2,79 ; 2,50 ; 4,31 ; 3,48 ; 3,24 ; 2,35 ; 2,79 ; 2,70 ; 6,13 ; 2,70 ; 5,15 ; 6,18 ; 3,09 ; 8,63 ; 10,00 
1;13:30; 3,58 ; 2,75 ; 2,30 ; 0,88 ; 2,35 ; 2,50 ; 4,26 ; 3,33 ; 2,60 ; 3,19 ; 2,89 ; 2,35 ; 6,13 ; 2,70 ; 4,66 ; 6,13 ; 4,02 ; 8,58 ; 10,00 
1;13:36; 3,82 ; 2,11 ; 2,79 ; 0,88 ; 2,79 ; 2,35 ; 4,22 ; 3,43 ; 2,70 ; 2,84 ; 2,79 ; 2,99 ; 6,47 ; 2,70 ; 4,85 ; 5,98 ; 1,96 ; 8,68 ; 10,00 
1;13:42; 3,33 ; 2,35 ; 2,21 ; 0,83 ; 2,25 ; 2,40 ; 4,51 ; 3,14 ; 2,84 ; 2,65 ; 2,79 ; 2,70 ; 6,67 ; 2,99 ; 4,17 ; 5,88 ; 2,99 ; 8,63 ; 10,00 
1;13:48; 3,58 ; 2,70 ; 2,30 ; 0,93 ; 2,84 ; 2,45 ; 4,17 ; 2,99 ; 2,55 ; 2,40 ; 2,79 ; 2,35 ; 6,67 ; 2,84 ; 5,25 ; 6,08 ; 4,51 ; 8,58 ; 10,00 
1;13:54; 3,48 ; 2,30 ; 2,70 ; 0,88 ; 2,35 ; 2,45 ; 4,22 ; 2,79 ; 2,40 ; 3,14 ; 2,84 ; 3,14 ; 6,91 ; 2,84 ; 4,31 ; 6,13 ; 3,43 ; 8,58 ; 10,00 
1;14:00; 3,43 ; 2,30 ; 2,11 ; 0,93 ; 2,89 ; 2,45 ; 4,17 ; 2,89 ; 2,99 ; 2,79 ; 2,89 ; 2,70 ; 7,11 ; 2,84 ; 4,46 ; 5,98 ; 3,92 ; 8,53 ; 10,00 
1;14:06; 3,14 ; 2,79 ; 2,01 ; 0,93 ; 2,30 ; 2,50 ; 4,02 ; 3,09 ; 2,50 ; 2,60 ; 2,84 ; 2,50 ; 7,25 ; 2,70 ; 3,77 ; 5,93 ; 4,46 ; 8,38 ; 10,00 
1;14:12; 3,14 ; 2,40 ; 2,65 ; 0,93 ; 2,84 ; 2,55 ; 4,22 ; 3,38 ; 2,79 ; 2,40 ; 2,79 ; 2,30 ; 7,01 ; 2,70 ; 4,31 ; 5,74 ; 4,51 ; 8,33 ; 10,00 
1;14:18; 2,99 ; 2,16 ; 2,11 ; 0,93 ; 2,35 ; 2,50 ; 4,07 ; 3,33 ; 2,84 ; 2,30 ; 2,70 ; 3,09 ; 7,21 ; 2,79 ; 5,00 ; 5,69 ; 3,73 ; 8,38 ; 10,00 
1;14:24; 2,84 ; 2,60 ; 2,50 ; 0,93 ; 2,84 ; 2,65 ; 4,36 ; 3,24 ; 2,45 ; 3,19 ; 2,79 ; 2,84 ; 7,21 ; 2,70 ; 3,09 ; 5,98 ; 3,82 ; 8,48 ; 10,00 
1;14:30; 2,84 ; 2,45 ; 2,30 ; 0,98 ; 2,35 ; 2,55 ; 4,02 ; 2,94 ; 2,40 ; 2,79 ; 2,79 ; 2,45 ; 7,60 ; 2,65 ; 4,02 ; 6,08 ; 3,09 ; 8,53 ; 10,00 
1;14:36; 2,84 ; 2,35 ; 2,35 ; 0,88 ; 2,75 ; 2,50 ; 4,17 ; 2,89 ; 2,35 ; 2,50 ; 2,75 ; 2,40 ; 7,79 ; 2,60 ; 2,21 ; 5,88 ; 4,17 ; 8,33 ; 10,00 
1;14:42; 2,79 ; 2,84 ; 2,60 ; 0,93 ; 2,65 ; 2,35 ; 3,92 ; 3,09 ; 2,35 ; 2,40 ; 2,75 ; 2,99 ; 7,50 ; 2,65 ; 2,55 ; 5,88 ; 4,85 ; 8,48 ; 10,00 
1;14:48; 2,84 ; 2,25 ; 2,35 ; 0,88 ; 2,60 ; 2,50 ; 3,97 ; 2,89 ; 3,38 ; 2,89 ; 2,70 ; 2,75 ; 7,55 ; 2,40 ; 2,75 ; 5,78 ; 2,16 ; 8,53 ; 10,00 
1;14:54; 2,84 ; 2,65 ; 2,70 ; 0,83 ; 2,84 ; 2,65 ; 4,22 ; 2,65 ; 3,04 ; 2,60 ; 2,79 ; 2,60 ; 7,50 ; 2,30 ; 4,07 ; 5,98 ; 2,99 ; 8,73 ; 10,00 
1;15:00; 2,55 ; 2,40 ; 2,25 ; 0,93 ; 2,30 ; 2,55 ; 3,92 ; 2,65 ; 2,94 ; 2,45 ; 2,70 ; 2,30 ; 7,84 ; 2,99 ; 5,34 ; 5,69 ; 4,71 ; 8,87 ; 10,00 
1;15:06; 2,70 ; 2,35 ; 2,35 ; 0,88 ; 2,94 ; 2,55 ; 4,12 ; 2,79 ; 2,75 ; 2,70 ; 2,70 ; 3,33 ; 7,84 ; 3,09 ; 4,51 ; 5,78 ; 4,17 ; 8,82 ; 10,00 
1;15:12; 2,60 ; 2,55 ; 2,79 ; 0,93 ; 2,30 ; 2,50 ; 3,92 ; 2,79 ; 2,55 ; 3,04 ; 2,75 ; 3,19 ; 7,94 ; 3,09 ; 5,54 ; 5,93 ; 2,84 ; 8,77 ; 10,00 
1;15:18; 2,30 ; 2,79 ; 1,91 ; 0,93 ; 3,09 ; 2,65 ; 4,02 ; 2,70 ; 2,40 ; 2,65 ; 2,65 ; 3,24 ; 7,70 ; 3,14 ; 5,15 ; 5,78 ; 2,30 ; 8,87 ; 10,00 
1;15:24; 3,04 ; 2,06 ; 2,60 ; 0,88 ; 2,35 ; 2,65 ; 4,12 ; 2,79 ; 2,30 ; 2,55 ; 2,60 ; 3,38 ; 7,94 ; 3,04 ; 3,33 ; 5,88 ; 2,94 ; 8,82 ; 10,00 
1;15:30; 2,75 ; 2,25 ; 2,45 ; 0,88 ; 3,04 ; 2,60 ; 4,07 ; 2,79 ; 3,28 ; 2,50 ; 2,70 ; 3,38 ; 7,89 ; 2,84 ; 4,90 ; 5,78 ; 5,05 ; 9,07 ; 10,00 
1;15:36; 2,84 ; 2,60 ; 2,35 ; 0,78 ; 2,16 ; 2,40 ; 3,87 ; 2,75 ; 2,75 ; 2,45 ; 2,75 ; 3,63 ; 7,75 ; 2,79 ; 5,20 ; 5,93 ; 2,50 ; 8,82 ; 10,00 
1;15:42; 2,79 ; 2,45 ; 2,99 ; 0,98 ; 2,99 ; 2,45 ; 3,92 ; 2,70 ; 2,55 ; 2,40 ; 2,60 ; 3,43 ; 8,19 ; 2,94 ; 4,75 ; 5,98 ; 4,51 ; 8,73 ; 10,00 
1;15:48; 2,65 ; 2,06 ; 2,11 ; 0,98 ; 2,30 ; 2,55 ; 4,07 ; 2,75 ; 2,30 ; 2,45 ; 2,65 ; 3,33 ; 7,94 ; 2,84 ; 4,56 ; 5,98 ; 4,22 ; 8,68 ; 10,00 
1;15:54; 2,45 ; 2,35 ; 2,11 ; 0,93 ; 3,09 ; 2,40 ; 4,31 ; 2,60 ; 3,28 ; 3,04 ; 2,50 ; 3,28 ; 7,65 ; 2,75 ; 4,41 ; 5,88 ; 4,31 ; 8,53 ; 9,95 
1;16:00; 2,40 ; 2,70 ; 2,60 ; 1,03 ; 2,11 ; 2,45 ; 3,92 ; 2,65 ; 2,70 ; 2,79 ; 2,60 ; 3,19 ; 7,75 ; 2,60 ; 4,71 ; 5,88 ; 2,75 ; 8,48 ; 10,00 
1;16:06; 2,45 ; 2,89 ; 2,84 ; 0,98 ; 2,99 ; 2,35 ; 3,97 ; 2,70 ; 2,60 ; 2,70 ; 2,60 ; 2,94 ; 7,99 ; 2,89 ; 4,17 ; 6,03 ; 4,17 ; 8,33 ; 10,00 
1;16:12; 2,45 ; 2,01 ; 2,06 ; 0,93 ; 2,21 ; 2,50 ; 4,22 ; 2,75 ; 2,40 ; 2,45 ; 2,70 ; 2,79 ; 8,24 ; 2,75 ; 4,36 ; 5,98 ; 3,92 ; 8,58 ; 10,00 
1;16:18; 2,50 ; 2,25 ; 2,65 ; 0,88 ; 2,79 ; 2,45 ; 4,07 ; 2,60 ; 3,33 ; 2,45 ; 2,70 ; 2,45 ; 8,19 ; 2,75 ; 5,25 ; 5,98 ; 3,04 ; 8,58 ; 10,00 
1;16:24; 2,35 ; 2,40 ; 2,40 ; 0,88 ; 2,25 ; 2,35 ; 4,07 ; 2,65 ; 2,79 ; 2,35 ; 2,65 ; 2,50 ; 8,09 ; 2,55 ; 3,19 ; 5,88 ; 4,71 ; 8,43 ; 10,00 
1;16:30; 2,94 ; 2,60 ; 2,60 ; 0,88 ; 2,75 ; 2,40 ; 4,17 ; 2,55 ; 2,50 ; 3,38 ; 2,65 ; 2,75 ; 7,84 ; 2,55 ; 2,84 ; 5,78 ; 3,77 ; 8,28 ; 10,00 
1;16:36; 2,70 ; 2,70 ; 2,65 ; 0,98 ; 2,35 ; 2,89 ; 4,17 ; 2,70 ; 2,40 ; 3,04 ; 2,70 ; 2,89 ; 7,79 ; 2,70 ; 2,55 ; 5,78 ; 3,58 ; 8,53 ; 10,00 
1;16:42; 2,60 ; 2,45 ; 2,70 ; 0,98 ; 2,70 ; 2,84 ; 4,17 ; 2,70 ; 2,79 ; 3,04 ; 2,55 ; 2,65 ; 7,89 ; 3,19 ; 4,71 ; 5,98 ; 3,97 ; 8,43 ; 10,00 
1;16:48; 2,45 ; 2,16 ; 2,94 ; 0,98 ; 2,25 ; 2,55 ; 4,17 ; 2,89 ; 2,84 ; 2,79 ; 2,70 ; 2,60 ; 8,04 ; 2,55 ; 5,59 ; 5,78 ; 4,02 ; 8,48 ; 10,00 
1;16:54; 2,45 ; 2,35 ; 2,35 ; 0,98 ; 2,65 ; 2,70 ; 4,17 ; 2,84 ; 2,45 ; 2,75 ; 2,75 ; 2,60 ; 8,73 ; 2,55 ; 6,37 ; 5,74 ; 4,61 ; 8,43 ; 10,00 
1;17:00; 2,45 ; 2,50 ; 2,55 ; 1,13 ; 2,16 ; 2,60 ; 4,46 ; 2,75 ; 2,89 ; 2,70 ; 2,75 ; 2,45 ; 8,87 ; 2,75 ; 5,64 ; 5,88 ; 2,60 ; 8,48 ; 10,00 
1;17:06; 2,50 ; 2,70 ; 2,25 ; 0,98 ; 2,94 ; 2,45 ; 4,36 ; 2,84 ; 2,45 ; 2,89 ; 2,75 ; 2,55 ; 8,43 ; 2,94 ; 4,90 ; 5,88 ; 3,97 ; 8,48 ; 10,00 
1;17:12; 3,09 ; 2,50 ; 2,70 ; 0,93 ; 2,21 ; 2,45 ; 4,31 ; 2,79 ; 2,89 ; 2,75 ; 2,70 ; 2,60 ; 7,79 ; 2,65 ; 4,71 ; 5,83 ; 3,33 ; 8,43 ; 10,00 
1;17:18; 2,89 ; 2,21 ; 2,25 ; 1,03 ; 2,79 ; 2,50 ; 4,36 ; 2,99 ; 2,55 ; 2,55 ; 2,79 ; 2,65 ; 7,79 ; 2,55 ; 5,59 ; 5,93 ; 5,05 ; 8,48 ; 10,00 
1;17:24; 2,89 ; 2,65 ; 2,11 ; 0,93 ; 2,01 ; 2,45 ; 4,41 ; 2,89 ; 2,79 ; 2,70 ; 2,79 ; 2,65 ; 7,75 ; 2,35 ; 3,77 ; 5,83 ; 4,75 ; 8,58 ; 10,00 
1;17:30; 2,70 ; 2,45 ; 2,84 ; 0,88 ; 2,65 ; 2,45 ; 4,41 ; 2,89 ; 2,50 ; 2,84 ; 2,70 ; 2,84 ; 8,04 ; 2,50 ; 3,82 ; 5,88 ; 5,25 ; 8,48 ; 10,00 
1;17:36; 2,60 ; 2,25 ; 1,96 ; 1,13 ; 2,30 ; 2,55 ; 4,51 ; 3,04 ; 2,89 ; 2,55 ; 2,84 ; 2,84 ; 8,04 ; 2,45 ; 3,24 ; 5,88 ; 2,94 ; 8,63 ; 10,00 
1;17:42; 2,65 ; 2,75 ; 2,40 ; 1,13 ; 2,65 ; 2,55 ; 4,66 ; 2,99 ; 2,50 ; 2,75 ; 2,79 ; 2,70 ; 7,70 ; 2,40 ; 4,12 ; 5,88 ; 3,82 ; 8,58 ; 10,00 
1;17:48; 2,50 ; 2,40 ; 2,84 ; 0,88 ; 2,21 ; 2,60 ; 4,36 ; 2,94 ; 2,40 ; 2,75 ; 2,89 ; 2,75 ; 7,79 ; 2,65 ; 3,24 ; 6,03 ; 4,07 ; 8,73 ; 10,00 
1;17:54; 2,35 ; 2,25 ; 2,01 ; 0,93 ; 2,79 ; 2,70 ; 4,36 ; 2,84 ; 2,70 ; 2,79 ; 2,84 ; 2,75 ; 7,65 ; 2,84 ; 5,74 ; 5,64 ; 5,49 ; 8,63 ; 10,00 
1;18:00; 3,19 ; 2,75 ; 2,35 ; 0,98 ; 2,06 ; 2,65 ; 4,51 ; 2,79 ; 2,84 ; 2,84 ; 2,89 ; 2,84 ; 7,75 ; 2,89 ; 5,69 ; 5,69 ; 4,80 ; 8,63 ; 10,00 
1;18:06; 2,89 ; 2,30 ; 2,65 ; 0,93 ; 2,79 ; 2,84 ; 4,41 ; 2,99 ; 2,40 ; 2,79 ; 2,84 ; 2,84 ; 7,60 ; 2,89 ; 4,22 ; 5,83 ; 5,15 ; 8,68 ; 10,00 
1;18:12; 2,45 ; 2,50 ; 2,30 ; 0,78 ; 2,30 ; 2,75 ; 4,31 ; 2,84 ; 3,14 ; 2,99 ; 2,79 ; 3,04 ; 7,84 ; 3,33 ; 4,66 ; 5,69 ; 4,95 ; 8,73 ; 10,00 
1;18:18; 2,60 ; 2,50 ; 2,84 ; 0,88 ; 2,99 ; 2,70 ; 4,41 ; 2,89 ; 2,40 ; 2,89 ; 2,94 ; 3,09 ; 7,99 ; 3,24 ; 5,69 ; 5,74 ; 4,61 ; 8,73 ; 10,00 
1;18:24; 2,75 ; 2,55 ; 2,40 ; 0,88 ; 2,35 ; 2,79 ; 4,51 ; 2,99 ; 3,14 ; 2,79 ; 2,94 ; 3,09 ; 7,75 ; 3,58 ; 3,87 ; 5,74 ; 5,00 ; 8,63 ; 10,00 
1;18:30; 2,50 ; 2,70 ; 2,35 ; 0,93 ; 2,84 ; 2,65 ; 4,51 ; 2,94 ; 2,65 ; 2,84 ; 2,94 ; 3,28 ; 7,45 ; 3,43 ; 5,64 ; 5,88 ; 3,14 ; 8,73 ; 10,00 
1;18:36; 2,45 ; 2,16 ; 2,65 ; 0,83 ; 2,50 ; 2,89 ; 4,46 ; 2,75 ; 2,45 ; 2,99 ; 2,99 ; 3,38 ; 7,60 ; 3,53 ; 5,34 ; 5,98 ; 5,25 ; 8,73 ; 10,00 
1;18:42; 3,04 ; 2,60 ; 2,21 ; 0,83 ; 2,60 ; 2,99 ; 4,41 ; 2,99 ; 2,94 ; 2,89 ; 3,04 ; 3,48 ; 7,60 ; 3,58 ; 5,10 ; 6,03 ; 3,63 ; 8,73 ; 10,00 
1;18:48; 2,60 ; 2,60 ; 2,79 ; 0,78 ; 2,99 ; 2,89 ; 4,46 ; 2,89 ; 2,84 ; 3,04 ; 3,09 ; 3,63 ; 7,30 ; 3,63 ; 5,00 ; 5,83 ; 4,56 ; 8,77 ; 10,00 
1;18:54; 2,40 ; 2,40 ; 2,65 ; 0,74 ; 2,40 ; 2,99 ; 4,46 ; 2,89 ; 2,55 ; 3,09 ; 3,04 ; 3,58 ; 7,30 ; 3,73 ; 6,32 ; 6,13 ; 3,63 ; 8,82 ; 10,00 
1;19:00; 2,70 ; 2,84 ; 2,06 ; 0,83 ; 3,14 ; 2,89 ; 4,66 ; 2,89 ; 2,35 ; 2,89 ; 3,09 ; 3,58 ; 7,79 ; 3,92 ; 5,69 ; 5,98 ; 4,90 ; 8,77 ; 10,00 
1;19:06; 2,40 ; 2,40 ; 2,50 ; 0,83 ; 2,40 ; 2,84 ; 4,61 ; 2,79 ; 3,28 ; 2,99 ; 2,89 ; 3,63 ; 7,55 ; 4,02 ; 5,69 ; 5,78 ; 3,24 ; 8,77 ; 10,00 
1;19:12; 2,35 ; 2,75 ; 3,04 ; 0,74 ; 3,19 ; 2,89 ; 4,51 ; 2,99 ; 2,75 ; 2,94 ; 3,09 ; 3,77 ; 7,75 ; 4,17 ; 5,20 ; 5,98 ; 3,33 ; 8,82 ; 10,00 
1;19:18; 3,04 ; 2,50 ; 2,21 ; 0,74 ; 2,94 ; 2,89 ; 4,46 ; 3,04 ; 2,50 ; 2,89 ; 3,09 ; 3,92 ; 7,55 ; 4,12 ; 6,03 ; 5,88 ; 4,75 ; 8,73 ; 10,00 
1;19:24; 2,65 ; 2,60 ; 2,70 ; 0,74 ; 2,75 ; 2,84 ; 4,51 ; 2,94 ; 2,35 ; 3,04 ; 3,14 ; 3,87 ; 7,40 ; 4,41 ; 5,54 ; 5,93 ; 5,44 ; 8,92 ; 10,00 
1;19:30; 2,75 ; 2,99 ; 2,70 ; 0,83 ; 2,65 ; 2,79 ; 4,56 ; 2,89 ; 3,28 ; 2,94 ; 3,04 ; 3,68 ; 7,40 ; 4,26 ; 4,85 ; 5,88 ; 5,10 ; 8,87 ; 10,00 
1;19:36; 2,55 ; 2,06 ; 2,06 ; 1,03 ; 2,40 ; 2,79 ; 4,71 ; 2,89 ; 2,70 ; 2,99 ; 3,14 ; 3,73 ; 7,94 ; 4,41 ; 4,75 ; 5,83 ; 5,29 ; 8,77 ; 10,00 
1;19:42; 2,25 ; 2,40 ; 2,70 ; 0,83 ; 2,55 ; 2,94 ; 4,66 ; 2,94 ; 2,55 ; 3,14 ; 3,19 ; 3,92 ; 8,04 ; 4,07 ; 4,22 ; 5,98 ; 4,80 ; 8,97 ; 10,00 
1;19:48; 3,14 ; 2,84 ; 2,70 ; 0,83 ; 3,48 ; 2,75 ; 4,46 ; 2,99 ; 2,40 ; 3,14 ; 3,09 ; 3,68 ; 7,35 ; 4,36 ; 5,64 ; 5,98 ; 2,70 ; 8,82 ; 10,00 
1;19:54; 2,89 ; 2,21 ; 2,16 ; 0,88 ; 2,84 ; 2,94 ; 4,46 ; 2,99 ; 2,89 ; 2,99 ; 3,19 ; 3,87 ; 8,09 ; 4,26 ; 3,04 ; 6,03 ; 3,43 ; 8,82 ; 10,00 
